requirement_id,title,status,category,constraint_class,historical_task_ids,post_wave_issue_ids,mapping_disposition,source_ref_id,mapped
REQ-545,Pure-football lane excludes market,ACTIVE,market,A,TASK-124,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00779,true
REQ-546,Market-augmented lane is PIT-safe,ACTIVE,market,A,TASK-125,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00780,true
REQ-547,Closing market cannot leak earlier,ACTIVE,market,A,TASK-125,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00781,true
REQ-548,Market source lineage required,ACTIVE,market,A,TASK-125,POST-SUBTASK-024,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00782,true
REQ-549,Scenario engine uses immutable baseline,ACTIVE,simulation,A,TASK-119,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00783,true
REQ-550,Scenario overrides remain PIT-safe,ACTIVE,simulation,A,TASK-119,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00784,true
REQ-551,Scenario mixture weights explicit,ACTIVE,simulation,A,TASK-119,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00785,true
REQ-552,Simulation reproducibility,ACTIVE,simulation,A,TASK-119,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00786,true
REQ-553,Player availability scenarios use W12 state,ACTIVE,simulation,A,TASK-120,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00787,true
REQ-554,Weather scenarios use issued forecasts,ACTIVE,simulation,A,TASK-120,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00788,true
REQ-555,Uncertainty classes stay distinct,ACTIVE,uncertainty,A,TASK-122,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00789,true
REQ-556,OOD warning does not choose winner,ACTIVE,uncertainty,A,TASK-123,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00790,true
REQ-557,OOD threshold remains evidence-owned,ACTIVE,uncertainty,A,TASK-123,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00791,true
REQ-558,Model-disagreement threshold remains evidence-owned,ACTIVE,uncertainty,A,TASK-123,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00792,true
REQ-559,Correlated models are not independent votes,ACTIVE,uncertainty,A,TASK-123,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00793,true
REQ-560,A&M no-adjustment baseline retained,ACTIVE,TAMU,A,TASK-121,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00794,true
REQ-561,A&M specialized output remains coherent,ACTIVE,TAMU,A,TASK-121,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00795,true
REQ-562,National evaluation remains visible,ACTIVE,validation,A,TASK-121,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00796,true
REQ-563,Model/calibration artifact lineage,ACTIVE,reproducibility,A,TASK-038,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00797,true
REQ-564,Calibration artifact is versioned,ACTIVE,calibration,A,TASK-038,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00798,true
REQ-565,W17 owns protected model selection protocol,ACTIVE,program,A,TASK-121,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00799,true
REQ-566,No W16 trained performance claims,COMPLETE_W16,governance,A,TASK-121,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00800,true
REQ-567,W17 protocol precedes protected evidence inspection,ACTIVE,validation,A,TASK-121,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00801,true
REQ-568,W16 contract gate enables W17,COMPLETE_W16,program,A,TASK-121,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00802,true
REQ-569,Protected split protocol frozen before protected result inspection,COMPLETE_W17,validation,A,TASK-128,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00803,true
REQ-570,Canonical game remains atomic split unit,COMPLETE_W17,validation,A,TASK-128,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00804,true
REQ-571,2024-2025 primary protected holdout,COMPLETE_W17,validation,A,TASK-128,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00805,true
REQ-572,Development tuning stops before 2024 protected holdout,COMPLETE_W17,validation,A,TASK-128;TASK-131,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00806,true
REQ-573,2026+ forward shadow holdout,COMPLETE_W17,validation,A,TASK-128,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00807,true
REQ-574,Protected holdout cannot move because results disappoint,COMPLETE_W17,validation,A,TASK-128,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00808,true
REQ-575,Coverage failure is not permission to tune on protected outcomes,COMPLETE_W17,validation,A,TASK-128;TASK-132,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00809,true
REQ-576,Nested development tuning remains chronological,COMPLETE_W17,validation,A,TASK-128,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00810,true
REQ-577,Brier score is primary win-probability proper score,COMPLETE_W17,validation,A,TASK-129,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00811,true
REQ-578,Log loss is required secondary win-probability proper score,COMPLETE_W17,validation,A,TASK-129,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00812,true
REQ-579,Calibration evaluated separately from discrimination,COMPLETE_W17,validation,A,TASK-129,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00813,true
REQ-580,Margin and score point metrics include MAE and RMSE,COMPLETE_W17,validation,A,TASK-129,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00814,true
REQ-581,Distributional outputs require proper scoring,COMPLETE_W17,validation,A,TASK-129,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00815,true
REQ-582,BAS severity probabilities require proper scoring and nesting,COMPLETE_W17,BAS,A,TASK-109,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00816,true
REQ-583,National and A&M scorecards are both mandatory,COMPLETE_W17,TAMU,A,TASK-130;TASK-133,POST-SUBTASK-087,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00817,true
REQ-584,Diagnostic subgroups are declared before protected results,COMPLETE_W17,validation,A,TASK-130,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00818,true
REQ-585,Early-season scorecard uses first four team games,COMPLETE_W17,validation,B,TASK-130,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00819,true
REQ-586,Travel-stress subgroup threshold uses development-only evidence,COMPLETE_W17,context,A,TASK-130;TASK-131,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00820,true
REQ-587,Mandatory simple baselines remain protected comparators,COMPLETE_W17,modeling,A,TASK-039;TASK-040,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00821,true
REQ-588,Candidate-baseline comparisons are paired by canonical game,COMPLETE_W17,validation,A,TASK-039;TASK-129,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00822,true
REQ-589,W17 freezes threshold derivation method but not unsupported values,COMPLETE_W17,governance,A,TASK-131,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00823,true
REQ-590,Protected results may never set or relax promotion thresholds,COMPLETE_W17,governance,A,TASK-131,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00824,true
REQ-591,Unset required threshold blocks promotion,COMPLETE_W17,governance,A,TASK-132,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00825,true
REQ-592,Missing protocol or artifact blocks promotion,COMPLETE_W17,governance,A,TASK-132,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00826,true
REQ-593,No model or research agent may self-promote,COMPLETE_W17,governance,A,TASK-132;TASK-133;TASK-139,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00827,true
REQ-594,BAS Aggie Excess retains null-result outcome,COMPLETE_W17,BAS,A,TASK-109;TASK-110,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00828,true
REQ-595,BAS components require stability and multiplicity control,COMPLETE_W17,BAS,A,TASK-109;TASK-110,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00829,true
REQ-596,A&M specialization retains no-adjustment comparator,COMPLETE_W17,TAMU,A,TASK-133,POST-SUBTASK-087,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00830,true
REQ-597,Market lanes are evaluated at identical PIT cutoffs,COMPLETE_W17,modeling,A,TASK-126;TASK-127,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00831,true
REQ-598,OOD is evaluated as error/undercoverage warning signal,COMPLETE_W17,uncertainty,A,TASK-126;TASK-127,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00832,true
REQ-599,Model disagreement is evaluated for incremental error information,COMPLETE_W17,uncertainty,A,TASK-126;TASK-127,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00833,true
REQ-600,Uncertainty requires coverage/calibration evaluation,COMPLETE_W17,uncertainty,A,TASK-126,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00834,true
REQ-601,Promotion decisions are immutable and lineage-bound,COMPLETE_W17,MLOps,A,TASK-132;TASK-133,POST-SUBTASK-114,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00835,true
REQ-602,W17 contract gate enables W18 research governance,COMPLETE_W17,program,A,TASK-133,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00836,true
REQ-603,Experiment identity is deterministic and immutable,COMPLETE_W18,experimentation,A,TASK-134,POST-SUBTASK-042,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00837,true
REQ-604,Experiment and result identities are separate,COMPLETE_W18,experimentation,A,TASK-134,POST-SUBTASK-042,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00838,true
REQ-605,Parent-child experiment lineage is explicit,COMPLETE_W18,experimentation,A,TASK-134,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00839,true
REQ-606,Experiment code data features and environment are hash-bound,COMPLETE_W18,experimentation,A,TASK-134,POST-SUBTASK-060,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00840,true
REQ-607,Randomness and seeds are recorded,COMPLETE_W18,reproducibility,A,TASK-134,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00841,true
REQ-608,W17 judging rules are hash sealed for research,COMPLETE_W18,governance,A,TASK-137,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00842,true
REQ-609,Research agents have no protected metric tuning access,COMPLETE_W18,governance,A,TASK-137,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00843,true
REQ-610,Protected evaluator is separate from experimenter,COMPLETE_W18,governance,A,TASK-137,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00844,true
REQ-611,HPO objectives are development only,COMPLETE_W18,experimentation,A,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00845,true
REQ-612,MLflow Tracking is selected replaceable default adapter,COMPLETE_W18,experimentation,B,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00846,true
REQ-613,Optuna is selected replaceable HPO default adapter,COMPLETE_W18,experimentation,B,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00847,true
REQ-614,Experiment governance core has no mandatory external service,COMPLETE_W18,architecture,A,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00848,true
REQ-615,MLflow local SQLite is preferred initial metadata backend,COMPLETE_W18,experimentation,B,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00849,true
REQ-616,Optuna shared or distributed file workflows avoid SQLite,COMPLETE_W18,experimentation,A,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00850,true
REQ-617,Experiment queue transitions are append-only and role governed,COMPLETE_W18,experimentation,A,TASK-136,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00851,true
REQ-618,Experiments execute in isolated worktrees or immutable snapshots,COMPLETE_W18,experimentation,A,TASK-136,POST-SUBTASK-033,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00852,true
REQ-619,Experiment artifacts stay outside cumulative repo when large,COMPLETE_W18,packaging,A,TASK-136,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00853,true
REQ-620,Negative and failed experiments are retained,COMPLETE_W18,experimentation,A,TASK-138,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00854,true
REQ-621,Changed retry configuration creates a new experiment ID,COMPLETE_W18,experimentation,A,TASK-136,POST-SUBTASK-042,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00855,true
REQ-622,Experiment resource budgets and concurrency are explicit,COMPLETE_W18,operations,A,TASK-136,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00856,true
REQ-623,Paid remote compute requires explicit approval,COMPLETE_W18,operations,A,TASK-136,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00857,true
REQ-624,Result packets separate development from protected metrics,COMPLETE_W18,experimentation,A,TASK-138,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00858,true
REQ-625,Replay is required before challenger adoption,COMPLETE_W18,reproducibility,A,TASK-138,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00859,true
REQ-626,Replay mismatch blocks or makes adoption inconclusive,COMPLETE_W18,reproducibility,A,TASK-138,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00860,true
REQ-627,Research adoption does not equal promotion,COMPLETE_W18,governance,A,TASK-138,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00861,true
REQ-628,Research queue cannot emit PROMOTE,COMPLETE_W18,governance,A,TASK-138,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00862,true
REQ-629,Champion state changes only through promotion governor,COMPLETE_W18,governance,A,TASK-138,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00863,true
REQ-630,Advanced challengers require baseline empirical evidence,COMPLETE_W18,research,A,TASK-139,POST-SUBTASK-150,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00864,true
REQ-631,Advanced challengers require compute and maintenance rationale,COMPLETE_W18,research,A,TASK-139;TASK-164,POST-SUBTASK-150,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00865,true
REQ-632,Advanced challenger admission is research-only,COMPLETE_W18,research,A,TASK-139;TASK-164,POST-SUBTASK-150,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00866,true
REQ-633,LLM research proposals are untrusted proposals,COMPLETE_W18,governance,A,TASK-139,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00867,true
REQ-634,Experiment tool decisions preserve official-source evidence,COMPLETE_W18,governance,A,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00868,true
REQ-635,W18 does not claim empirical experiment winners,COMPLETE_W18,honesty,A,TASK-139,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00869,true
REQ-636,W18 research governance gate enables W19 implementation,COMPLETE_W18,program,A,TASK-139,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00870,true
REQ-637,Advanced challenger results cannot redefine W17 scorecards,COMPLETE_W18,governance,A,TASK-139,POST-SUBTASK-150,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00871,true
REQ-638,Protected result records are one-way governance evidence,COMPLETE_W18,governance,A,TASK-139,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00872,true
REQ-639,Experiment lineage preserves negative-result search history,COMPLETE_W18,experimentation,A,TASK-139,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00873,true
REQ-640,Research queue cannot use idle capacity to violate wave ownership,COMPLETE_W18,program,A,TASK-139,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00874,true
REQ-641,Feature tournament is a first-class governed subsystem,COMPLETE_W18,experimentation,A,TASK-138,POST-SUBTASK-060,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00875,true
REQ-642,Feature tournament admits only PIT-safe eligible candidates,COMPLETE_W18,features,A,TASK-138,POST-SUBTASK-060,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00876,true
REQ-643,Feature tournament baseline is frozen before comparison,COMPLETE_W18,features,A,TASK-138,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00877,true
REQ-644,Feature tournament requires family ablation evidence,COMPLETE_W18,features,B,TASK-138,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00878,true
REQ-645,Feature tournament requires temporal/subgroup stability evidence,COMPLETE_W18,features,B,TASK-138,POST-SUBTASK-060,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00879,true
REQ-646,Feature tournament cannot directly promote lifecycle state,COMPLETE_W18,governance,A,TASK-138,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00880,true
REQ-647,Feature tournament retains search multiplicity history,COMPLETE_W18,experimentation,A,TASK-138,POST-SUBTASK-060,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00881,true
REQ-648,Model tournament is a first-class governed subsystem,COMPLETE_W18,experimentation,A,TASK-138,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00882,true
REQ-649,Model tournament requires simple baseline ladder,COMPLETE_W18,modeling,A,TASK-138,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00883,true
REQ-650,A&M model tournament retains no-adjustment comparator,COMPLETE_W18,TAMU,A,TASK-138,POST-SUBTASK-087,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00884,true
REQ-651,Market model tournament preserves lane isolation,COMPLETE_W18,modeling,A,TASK-138,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00885,true
REQ-652,BAS model tournament cannot redefine BAS labels,COMPLETE_W18,BAS,A,TASK-138,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00886,true
REQ-653,Joint-output coherence is a model tournament gate,COMPLETE_W18,modeling,A,TASK-138,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00887,true
REQ-654,Model tournament cannot emit production promotion,COMPLETE_W18,governance,A,TASK-138,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00888,true
REQ-655,HPO search spaces are versioned before trials,COMPLETE_W18,experimentation,A,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00889,true
REQ-656,HPO objectives are development-only,COMPLETE_W18,validation,A,TASK-135,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00890,true
REQ-657,HPO sampler and pruner configuration are lineage,COMPLETE_W18,reproducibility,A,TASK-135,POST-SUBTASK-042,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00891,true
REQ-658,HPO trial budgets are bounded,COMPLETE_W18,operations,A,TASK-135,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00892,true
REQ-659,Pruned and failed HPO trials are retained,COMPLETE_W18,reproducibility,A,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00893,true
REQ-660,Distributed/NFS HPO cannot rely on shared SQLite,COMPLETE_W18,operations,A,TASK-135,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00894,true
REQ-661,HPO paid compute is disabled without explicit approval,COMPLETE_W18,operations,A,TASK-135,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00895,true
REQ-662,HPO tool is replaceable and not governance truth,COMPLETE_W18,architecture,B,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00896,true
REQ-663,MLflow is a replaceable tracking adapter,COMPLETE_W18,architecture,B,TASK-135,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00897,true
REQ-664,Hypothesis lifecycle is explicit and append only,COMPLETE_W18,experimentation,A,TASK-136,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00898,true
REQ-665,Hypotheses require disconfirming evidence criteria,COMPLETE_W18,experimentation,A,TASK-136,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00899,true
REQ-666,Experiment queue deduplicates exact identities,COMPLETE_W18,experimentation,A,TASK-136,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00900,true
REQ-667,Infrastructure failure is distinct from scientific rejection,COMPLETE_W18,experimentation,A,TASK-136,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00901,true
REQ-668,Worktree or immutable source snapshot isolation is required,COMPLETE_W18,reproducibility,A,TASK-136,POST-SUBTASK-033,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00902,true
REQ-669,Experiment workers cannot mutate protected W17 paths,COMPLETE_W18,governance,A,TASK-136,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00903,true
REQ-670,Experiment resource budget is explicit,COMPLETE_W18,operations,A,TASK-136,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00904,true
REQ-671,Experiment artifact manifest is mandatory,COMPLETE_W18,reproducibility,A,TASK-138,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00905,true
REQ-672,Large model/data artifacts stay outside cumulative ZIP,COMPLETE_W18,operations,A,TASK-138,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00906,true
REQ-673,Replay failure taxonomy is explicit,COMPLETE_W18,reproducibility,A,TASK-138,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00907,true
REQ-674,Challenger adoption requires replay verification,COMPLETE_W18,governance,A,TASK-138,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00908,true
REQ-675,Result comparison requires semantic compatibility,COMPLETE_W18,validation,A,TASK-138,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00909,true
REQ-676,Negative experiment results are first-class evidence,COMPLETE_W18,reproducibility,A,TASK-138,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00910,true
REQ-677,Corrected W18 must cover every master W18 design item,COMPLETE_W18,program,A,TASK-139,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00911,true
REQ-678,Corrected W18 supersedes the thin W18 draft,COMPLETE_W18,program,A,TASK-139,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00912,true
REQ-679,Corrected W18 preserves exact W17 parent contents,COMPLETE_W18,packaging,A,TASK-139,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00913,true
REQ-680,Corrected W18 gate requires tournament/HPO/replay tests,COMPLETE_W18,testing,A,TASK-139,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00914,true
REQ-681,Canonical local experiment metadata store is transactional,COMPLETE_W18,experimentation,A,TASK-134,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00915,true
REQ-682,Queue event history is append-only and hash chained,COMPLETE_W18,experimentation,A,TASK-136,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00916,true
