requirement_id,title,category,constraint_class,status,source_basis,planned_wave,description,wave_introduced
REQ-632,Advanced challenger admission is research-only,research,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Admission never bypasses protected evaluation/promotion.,W18
REQ-633,LLM research proposals are untrusted proposals,governance,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,LLM-generated code/hypotheses cross the same review/experiment/replay gates.,W18
REQ-634,Experiment tool decisions preserve official-source evidence,governance,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Tracking/HPO tool choices record official documentation evidence and revisability.,W18
REQ-635,W18 does not claim empirical experiment winners,honesty,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Contract/reference completion cannot be reported as trained model/feature/HPO superiority.,W18
REQ-636,W18 research governance gate enables W19 implementation,program,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,W18 tasks complete with protected boundaries intact and TASK-041 ready for W19.,W18
REQ-637,Advanced challenger results cannot redefine W17 scorecards,governance,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,A candidate cannot create/remove evaluation slices after seeing results.,W18
REQ-638,Protected result records are one-way governance evidence,governance,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Protected results may feed promotion review but not the research/HPO feedback loop.,W18
REQ-639,Experiment lineage preserves negative-result search history,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Search lineage retains rejected/failed children so automation can avoid repeating known dead ends.,W18
REQ-640,Research queue cannot use idle capacity to violate wave ownership,program,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Available compute does not authorize future-wave tasks or bypass owner-wave gates.,W18
REQ-641,Feature tournament is a first-class governed subsystem,experimentation,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,W18 must define a target-specific feature tournament rather than only generic experiment queues.,W18
REQ-642,Feature tournament admits only PIT-safe eligible candidates,features,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,W08/W09/W10 BANNED or unresolved temporal candidates cannot advance into tournament execution.,W18
REQ-643,Feature tournament baseline is frozen before comparison,features,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Candidate feature families compare against a declared baseline feature set under the same development protocol.,W18
REQ-644,Feature tournament requires family ablation evidence,features,B,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Candidate families should be evaluated through baseline-plus/minus-family ablation where technically meaningful.,W18
REQ-645,Feature tournament requires temporal/subgroup stability evidence,features,B,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Development evidence records season/fold/regime/A&M stability before challenger adoption.,W18
REQ-646,Feature tournament cannot directly promote lifecycle state,governance,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Tournament ranking cannot emit CORE/SUPPORTED/PROMOTE; production lifecycle changes require protected promotion governance.,W18
REQ-647,Feature tournament retains search multiplicity history,experimentation,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,The number and lineage of searched feature families/transformations are retained for later interpretation.,W18
REQ-648,Model tournament is a first-class governed subsystem,experimentation,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,W18 must define a model tournament with compatible development comparisons and explicit baselines.,W18
REQ-649,Model tournament requires simple baseline ladder,modeling,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Complex candidates must be compared against empirical/rating/logistic/simple-score baselines as applicable.,W18
REQ-650,A&M model tournament retains no-adjustment comparator,TAMU,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Every A&M specialization tournament includes TAMU-SP-00 and allows zero adjustment to remain best.,W18
REQ-651,Market model tournament preserves lane isolation,modeling,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,"Pure-football, market-augmented, and benchmark lanes remain distinct during tournament comparison.",W18
REQ-652,BAS model tournament cannot redefine BAS labels,BAS,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Tournament candidates use frozen W15 BAS labels/anchors and cannot change them to improve results.,W18
REQ-653,Joint-output coherence is a model tournament gate,modeling,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Candidates that violate W16 score/margin/win coherence cannot win solely on one target metric.,W18
REQ-654,Model tournament cannot emit production promotion,governance,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Tournament decisions stop at research/challenger recommendation and external W17 review.,W18
REQ-655,HPO search spaces are versioned before trials,experimentation,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,"Parameter names, bounds, choices, and conditional relationships are frozen in a search-space version before execution.",W18
REQ-656,HPO objectives are development-only,validation,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Protected 2024-2025 and 2026+ forward shadow cannot be HPO objectives or pruning signals.,W18
REQ-657,HPO sampler and pruner configuration are lineage,reproducibility,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,"Sampler/pruner names, versions, and settings are recorded as study identity/evidence.",W18
REQ-658,HPO trial budgets are bounded,operations,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,"Each study declares bounded trial count, concurrency, and resource limits before execution.",W18
REQ-659,Pruned and failed HPO trials are retained,reproducibility,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Search history includes pruned and failed trials rather than retaining only winners.,W18
REQ-660,Distributed/NFS HPO cannot rely on shared SQLite,operations,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,SQLite is not accepted as the distributed/network-filesystem HPO coordination backend.,W18
REQ-661,HPO paid compute is disabled without explicit approval,operations,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Remote paid trial execution requires explicit user authorization.,W18
REQ-662,HPO tool is replaceable and not governance truth,architecture,B,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Optuna may implement search but canonical study/experiment lineage remains tool-neutral.,W18
REQ-663,MLflow is a replaceable tracking adapter,architecture,B,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,MLflow run IDs and registry state do not replace canonical Aggie experiment IDs or W17 promotion authority.,W18
REQ-664,Hypothesis lifecycle is explicit and append only,experimentation,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Hypotheses move through proposed/triaged/approved/testing/outcome states with retained prior history.,W18
REQ-665,Hypotheses require disconfirming evidence criteria,experimentation,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Approved hypotheses state what evidence would falsify or fail to support the proposed mechanism.,W18
REQ-666,Experiment queue deduplicates exact identities,experimentation,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Exact duplicate experiment identities are rejected/linked before redundant execution.,W18
REQ-667,Infrastructure failure is distinct from scientific rejection,experimentation,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Queue/result semantics distinguish runtime/data/governance failures from empirical rejection.,W18
REQ-668,Worktree or immutable source snapshot isolation is required,reproducibility,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Code-changing experiments execute in a dedicated worktree or verified immutable source snapshot.,W18
REQ-669,Experiment workers cannot mutate protected W17 paths,governance,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Worktree mutation scope rejects protected split/metric/threshold/promotion files.,W18
REQ-670,Experiment resource budget is explicit,operations,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,"CPU, RAM, GPU/VRAM, disk/artifact, trial and concurrency budgets are declared before execution.",W18
REQ-671,Experiment artifact manifest is mandatory,reproducibility,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,"Each attempt records content hashes, sizes, classes, storage locations, producer, and sensitivity metadata.",W18
REQ-672,Large model/data artifacts stay outside cumulative ZIP,operations,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Repository stores manifests/lineage rather than large experiment binaries or datasets.,W18
REQ-673,Replay failure taxonomy is explicit,reproducibility,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Hash/input/environment/output/artifact/rule-seal mismatches are distinct non-silent outcomes.,W18
REQ-674,Challenger adoption requires replay verification,governance,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,A candidate cannot be adopted as challenger when required replay is missing or mismatched.,W18
REQ-675,Result comparison requires semantic compatibility,validation,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,"Direct rankings require compatible target, split, data, metric, lane, BAS anchor, and A&M baseline semantics.",W18
REQ-676,Negative experiment results are first-class evidence,reproducibility,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Rejected/dominated/inconclusive results remain searchable and linked to parent/child experiments.,W18
REQ-677,Corrected W18 must cover every master W18 design item,program,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,A machine-readable coverage matrix maps every Wave 18 master requirement to artifacts/reference implementation.,W18
REQ-678,Corrected W18 supersedes the thin W18 draft,program,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,The corrected W18 pair is the only valid W19 parent; earlier W18 draft hashes are explicitly superseded.,W18
REQ-679,Corrected W18 preserves exact W17 parent contents,packaging,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,Every W17 cumulative member remains present in corrected W18 with no accidental deletion.,W18
REQ-680,Corrected W18 gate requires tournament/HPO/replay tests,testing,A,COMPLETE_W18,Corrected W18 experimentation/tournament governance,W18+,"Wave completion requires dedicated automated tests for tournament, HPO, replay, worktree, artifacts, queue, and seal behavior.",W18
REQ-681,Canonical local experiment metadata store is transactional,experimentation,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,"Experiment specs, queue events, result packets, artifact records and replay reports are persisted transactionally in a local reference store without making the store a distributed coordination service.",W18
REQ-682,Queue event history is append-only and hash chained,experimentation,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Queue events use contiguous indexes and previous-event hashes so a worker or UI cannot silently rewrite experiment history.,W18
REQ-683,Operational retry and scientific child experiment are distinct,experimentation,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Retries with unchanged scientific identity create new attempts; feature/model/data/config changes create explicit child experiments.,W18
REQ-684,Research scheduler enforces bounded resource admission,operations,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,"CPU, RAM, GPU/VRAM, disk, paid-compute authorization, dependency readiness and shared-contract conflicts are checked before execution.",W18
REQ-685,Worktree/shared-contract locks are explicit,operations,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Parallel research uses explicit locks for shared contracts and cannot treat idle compute as permission to mutate protected/shared surfaces.,W18
REQ-686,Result comparison requires semantic compatibility,validation,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,"Direct comparison requires compatible target, development split, data snapshot, feature version, metric registry, model lane and relevant BAS/A&M semantics.",W18
REQ-687,Multi-metric comparison preserves Pareto/non-scalar evidence,validation,B,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,"Research ranking may use a primary metric but retains calibration, subgroup, coherence, resource and secondary-metric evidence rather than hiding tradeoffs in one arbitrary composite.",W18
REQ-688,Experiment artifact classes and repository boundary are explicit,reproducibility,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Large model/data/checkpoint artifacts remain outside cumulative ZIP while manifests/hashes/URIs and allowed small evidence artifacts remain in the repo.,W18
REQ-689,Research result packets exclude protected feedback,governance,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Protected holdout/forward-shadow metrics and champion decisions cannot appear in research-plane result packets or HPO objectives.,W18
REQ-690,Replay tolerance is precommitted,reproducibility,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Stochastic replay tolerances are declared before replay results are observed; deterministic stages require exact or declared-normalized equivalence.,W18
REQ-691,Experiment metadata store has integrity/backup contract,reproducibility,B,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Local experiment-store integrity can be checked and backed up without replacing canonical repository governance or large artifact storage.,W18
REQ-692,Dependency-free local tracking fallback exists,experimentation,B,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,A local append-only JSONL tracker can preserve canonical research events when MLflow is unavailable.,W18
REQ-693,MLflow registry/run state is non-authoritative,governance,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,"External MLflow run/registry states cannot replace Aggie experiment IDs, judging seals, acceptance controls or champion/promotion authority.",W18
REQ-694,Optuna studies export canonical Aggie evidence,experimentation,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Optuna trial/study identities are external references and trial parameters/results must be exportable into canonical Aggie experiment/study evidence.,W18
REQ-695,Nested search multiplicity is retained,validation,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Outer feature/model/search variants and inner HPO trials are all counted/linked so selection multiplicity is not hidden.,W18
REQ-696,Research proposal deduplication checks negative history,experimentation,B,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Automation queries rejected/failed lineage before repeating an identical or materially similar dead-end experiment.,W18
REQ-697,Scientific rejection is separated from operational failure,experimentation,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,OOM/timeouts/data/rights/governance failures cannot be interpreted as scientific evidence that a hypothesis is false.,W18
REQ-698,Worktree cleanup cannot delete required evidence lineage,reproducibility,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Deleting an experiment worktree is allowed only after required config/result/artifact/replay evidence is persisted elsewhere.,W18
REQ-699,W18 full gate requires executable subsystem tests,testing,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,"Wave completion requires executable tests for store, queue, resource scheduler, tournaments, HPO, replay, artifact policy, locks, promotion bridge and challenger admission.",W18
REQ-700,W18 full rebuild supersedes all earlier W18 draft pairs,program,A,COMPLETE_W18,W18 full-rebuild audit and master Wave 18 experimentation requirements,W18+,Only the final full-rebuild cumulative/hydration pair may be used as W19 parent; earlier W18 draft and corrected-draft hashes are superseded.,W18
REQ-701,Raw snapshot identity is content-addressed,data,A,COMPLETE_W19,W19 implementation,W19+,Starter raw snapshots preserve exact bytes and SHA-256-derived immutable IDs.,W19
REQ-702,Entity resolution fails closed on unknown or ambiguous aliases,identity,A,COMPLETE_W19,W19 implementation,W19+,Unknown or ambiguous source entities are not silently auto-linked.,W19
REQ-703,Feature factory consumes PIT state only,features,A,COMPLETE_W19,W19 implementation,W19+,Starter feature construction receives W08-eligible PIT state and does not query mutable source data directly.,W19
REQ-704,Derived starter artifacts retain deterministic lineage,provenance,A,COMPLETE_W19,W19 implementation,W19+,PIT state and feature artifacts link to exact parent observations and transforms.,W19
REQ-705,W19 foundation gate requires executable end-to-end starter tests,testing,A,COMPLETE_W19,W19 implementation,W19,"W19 completes only when raw snapshot, resolution, PIT exclusion and feature lineage tests pass.",W19
REQ-706,Model predictions consume immutable PIT-safe feature lineage,modeling,A,COMPLETE_W20,W20 implementation,W20+,"Every W20 starter prediction binds to a W19 feature snapshot, forecast cutoff, training cutoff and lineage refs.",W20
REQ-707,Published starter forecast summaries derive from one coherent joint score distribution,modeling,A,COMPLETE_W20,W16 coherence + W20 implementation,W20+,"Win/loss, expected scores, margin and BAS distribution-derived probabilities cannot contradict the stored joint distribution.",W20
REQ-708,Boosting remains an optional injected backend,modeling,B,COMPLETE_W20,W20 adaptive implementation,W20+,Base installation remains dependency-light; a boosting runtime requires an explicit supported backend/predictor and does not imply a selected winner.,W20
REQ-709,Calibration parameters remain development-only until protected evaluation,validation,A,COMPLETE_W20,W17 protected protocol + W20 implementation,W20+,W20 calibrators may be parameterized from development evidence only and never fit or selected from protected outcomes.,W20
REQ-710,Model registry cannot self-promote W20 artifacts,mlops,A,COMPLETE_W20,W17 promotion governance + W20 implementation,W20+,Starter model registry permits candidate/development/protected-ready/rejected/inconclusive states but not autonomous promotion.,W20
REQ-711,A&M specialization retains explicit national no-adjustment reference,tamu,A,COMPLETE_W20,W14/W17 specialization governance + W20 implementation,W20+,Every A&M starter specialization adapter retains the national forecast reference and may validly use zero adjustment.,W20
REQ-712,BAS starter forecasts preserve protected anchor lineage and severity nesting,bas,A,COMPLETE_W20,W15/W16/W17 BAS governance + W20 implementation,W20+,BAS >=3/>=7/>=14/>=21 probabilities are nested and linked to model/anchor evidence without significance claims.,W20
REQ-713,W20 integration gate requires executable model calibration A&M and BAS tests,testing,A,COMPLETE_W20,W20 implementation,W20,"Wave 20 completes only when runtime, baselines, joint score, calibration, ensemble, registry, A&M, BAS and lineage tests pass.",W20
REQ-714,W21 weekly workflow is resumable and idempotent,MLOps,A,COMPLETE_W21,W21 implementation,W21+,"A weekly run has immutable identity, durable per-step checkpoints, and does not repeat successful steps when replayed with the same identity.",W21
REQ-715,QA quarantine blocks downstream mutation,data_quality,A,COMPLETE_W21,W21 implementation,W21+,"A quarantined/failed validation result terminates the current run before PIT state, features, training, promotion or publication.",W21
REQ-716,Orchestration backend remains replaceable and local-first,architecture,B,COMPLETE_W21,W21 adaptive review,W21+,The functional starter uses a dependency-free durable local orchestrator behind explicit step contracts; Prefect remains optional pending operational evidence.,W21
REQ-717,Promotion consumes protected external decision evidence only,MLOps,A,COMPLETE_W21,W17 governance + W21 implementation,W21+,Weekly MLOps cannot infer champion status from development results; it may apply only a W17-governed promotion decision carrying judging-rule and protected-evidence hashes.,W21
REQ-718,Champion history and rollback are immutable and auditable,MLOps,A,COMPLETE_W21,W21 implementation,W21+,Champion changes append immutable decision history and rollback records while the current pointer is updated atomically.,W21
REQ-719,Forecast publication is immutable and lineage bound,operations,A,COMPLETE_W21,W03/W08/W20 + W21 implementation,W21+,"Published forecast snapshots bind cutoff, model artifact, feature snapshot and lineage; a reused snapshot ID cannot overwrite different content.",W21
REQ-720,Postmortems append evidence and only propose research,research_governance,A,COMPLETE_W21,W18 governance + W21 implementation,W21+,"Completed-game scoring/postmortems append evidence and may enqueue experiment proposals but cannot rewrite historical forecasts, judging rules, features or champions.",W21
REQ-721,W21 integration gate requires full weekly workflow replay evidence,testing,A,COMPLETE_W21,W21 implementation,W21,"Wave 21 completes only when orchestration, idempotency, quarantine/failure behavior, governed promotion, rollback, immutable publication and postmortem tests pass.",W21
REQ-722,Serving is immutable-snapshot-only,serving,A,COMPLETE_W22,W03/W21 architecture + W22 implementation,W22+,"API/dashboard request paths read published forecast artifacts only and cannot invoke ingestion, PIT building, feature construction, training, calibration fitting, protected evaluation or model inference.",W22
REQ-723,Forecast API is versioned and market-lane explicit,product,A,COMPLETE_W22,W22 API contract,W22+,API responses have an explicit version and preserve PURE_FOOTBALL versus MARKET_AUGMENTED lanes without silently substituting one for the other.,W22
REQ-724,Freshness is explicit without fabricated SLA,product,A,COMPLETE_W22,REQ-203 + THR-010 + W22 implementation,W22+,"Serving exposes cutoff/published/serve times and exact age; without an operations-frozen THR-010 it must not label a forecast current, and configured stale states are visible.",W22
REQ-725,Forecast product exposes uncertainty BAS availability matchup and analog context,product,A,COMPLETE_W22,master W22 + W22 implementation,W22+,"Published product views expose uncertainty, BAS severity, availability, matchup drivers, historical analogs, warnings and comparison context when those fields exist in the immutable snapshot.",W22
REQ-726,Serving explanations are precomputed and non-causal,explainability,A,COMPLETE_W22,REQ-032 + W22 implementation,W22+,Serving renders only precomputed explanation/analog evidence and labels it associational/model evidence; it does not run SHAP/models or imply causal certainty in request paths.,W22
REQ-727,User-facing lineage spans model feature data and sources,provenance,A,COMPLETE_W22,REQ-212/311 + W22 implementation,W22+,"Forecast responses expose model artifact hash, feature snapshot identity, data snapshot references, source metadata and immutable lineage references.",W22
REQ-728,FastAPI is optional adapter over dependency-free serving core,architecture,B,COMPLETE_W22,W22 adaptive framework review,W22-W23,Use framework-neutral core services with an optional FastAPI/static-dashboard adapter; Streamlit/React remain replaceable alternatives and base dependencies remain empty.,W22
REQ-729,W22 product gate requires executable snapshot-boundary tests,testing,A,COMPLETE_W22,W22 implementation,W22,"Wave 22 completes only when backward snapshot parsing, PIT/as-of serving, lane separation, freshness, explanation/lineage surfaces and forbidden-serving-import tests pass.",W22
REQ-730,W23 CI covers core and optional product surfaces,operations,A,COMPLETE_W23,master W23 + W22 product boundary,W23+,CI runs the dependency-free core on Windows/Linux Python 3.12 and separately exercises the exact-pinned optional product adapter without weakening snapshot-only serving.,W23
REQ-731,Operational telemetry is structured and secret-safe,observability,A,COMPLETE_W23,REQ-189 + W23 implementation,W23+,Operational logs/metrics use structured identifiers and redaction; arbitrary environment variables or restricted raw source payloads are not emitted.,W23
REQ-732,Runtime environment evidence is captured,reproducibility,A,COMPLETE_W23,AC-034 + W23 implementation,W23+,Runtime Python/platform/package versions and a safe environment allowlist are captured in a hashable manifest for training/evaluation/forecast operational evidence.,W23
REQ-733,Target-hardware budgets require an actual target match,performance,A,BLOCKED_TARGET_HARDWARE_W23,ADR-063 + AC-038,W23,THR-011/THR-012 cannot be frozen from CI/container/smoke measurements; authoritative evidence requires the representative benchmark on the declared Windows/Ryzen/32GB/RTX5060 target class.,W23
REQ-734,Backup restore is content-verified and path-safe,operations,A,COMPLETE_W23,AC-039 + W23 implementation,W23+,Operational backup manifests hash every payload member; restore verifies coverage/hashes and rejects unsafe archive paths before materialization.,W23
REQ-735,Immutable histories are excluded from automatic retention deletion,operations,A,COMPLETE_W23,W21 immutability + W23 retention policy,W23+,"Governance history, published forecasts and champion/rollback histories are not automatically pruned; transient caches remain separately classed.",W23
REQ-736,W23 production gate fails honest when target benchmark is absent,governance,A,COMPLETE_W23,master no fabricated metrics + AC-038,W23,Wave 23 may package an implementation-complete checkpoint but must not clear TASK-163 or advance to W24 while authoritative target-hardware benchmark evidence is absent.,W23
REQ-737,User-directed W24 sequencing override does not clear W23 evidence blocker,governance,A,COMPLETE_W24,latest explicit user instruction + source-of-truth precedence,W24-W25,"Wave 24 may execute under the explicit user instruction while TASK-161/TASK-163 and AC-038 remain unresolved; the override changes sequencing only, not evidence status.",W24
REQ-738,W24 synthetic E2E spans implemented starter boundaries,testing,A,COMPLETE_W24,master W24,W24,"A synthetic contract-integration battery must exercise source adapter, immutable raw snapshot, entity resolution, PIT, features, model runtime, coherent forecast/BAS, immutable publication and snapshot-only serving.",W24
REQ-739,Replay readiness cannot be reported as empirical historical replay,validation,A,COMPLETE_W24,master no-overstatement + W24 replay readiness,W24-W25,"Deterministic synthetic replay may establish interface readiness but cannot claim real historical replay, protected metrics or model-quality evidence until materialized PIT history is replayed chronologically.",W24
REQ-740,Target game output is explicitly banned from its own pregame state,temporal,A,COMPLETE_W24,point-in-time invariant + W24 leakage battery,W24+,HISTORICAL_GAME_OUTPUT whose game_id equals ForecastCutoff.target_game_id must be rejected even if malformed timestamps would otherwise make it appear eligible.,W24
REQ-741,W24 source refresh records current deltas against W06,data research,A,COMPLETE_W24,master W24 source refresh,W24,"The second source-landscape pass records current checked surfaces, changes, access/provenance implications and remaining gaps without claiming exhaustive internet coverage.",W24
REQ-742,Shared-upstream SportsDataverse layers are not independent corroboration,data governance,A,COMPLETE_W24,current SportsDataverse repository architecture,W24+,cfbfastR-cfb-raw is modeled as upstream provenance for cfbfastR-cfb-data; sibling/derived layers sharing ESPN upstream evidence may not be counted as independent corroborating sources.,W24
REQ-743,Weather access lane and ensemble historical depth are explicit,data governance,A,COMPLETE_W24,current Open-Meteo pricing/features/ensemble docs,W24+,Weather provenance records access mode and run semantics; ensemble mean/spread is optional research with shallow historical depth and is not a mandatory long-history feature.,W24
REQ-744,W24 final architecture challenge classifies major decisions,architecture,A,COMPLETE_W24,master W24 final architecture challenge,W24,"Major architecture decisions are explicitly classified KEEP, REVISE, DEFER or REJECT before Wave 25; functioning architecture is not redesigned without material evidence.",W24
REQ-745,W25 carries unresolved AC-038 target-hardware evidence if still absent,governance,A,ACTIVE_CARRIED_W25,W23 blocker + W24 explicit sequencing override,W24-W25,"If target-hardware benchmark evidence remains absent at final consolidation, W25 must list AC-038/THR-011/THR-012 as unresolved and must not claim fully cleared local-production readiness.",W24
